arm,space,x,y,label,class
align,backbone,-24.8427,-6.6473,2,bird
align,backbone,-39.6384,-26.4306,1,automobile
align,backbone,-46.3240,15.9332,9,truck
align,backbone,-71.2673,-0.7907,1,automobile
align,backbone,-79.4613,4.6154,9,truck
align,backbone,-78.1878,-7.0796,1,automobile
align,backbone,26.5073,34.5397,5,dog
align,backbone,38.0935,2.4339,5,dog
align,backbone,34.9673,-5.1247,4,deer
align,backbone,-42.5256,37.1179,8,ship
align,backbone,53.1157,-11.4677,3,cat
align,backbone,-21.2822,-22.6181,8,ship
align,backbone,-47.2414,33.2534,0,airplane
align,backbone,31.5731,42.6919,3,cat
align,backbone,-17.8142,-25.2851,0,airplane
align,backbone,57.5459,34.3235,6,frog
align,backbone,-0.8245,9.4055,8,ship
align,backbone,30.9571,-15.7863,2,bird
align,backbone,-64.0167,-11.8676,9,truck
align,backbone,25.6419,2.2680,5,dog
align,backbone,17.3345,-0.1063,5,dog
align,backbone,-50.4328,18.8635,3,cat
align,backbone,50.0966,-5.7273,5,dog
align,backbone,24.6979,-16.2901,5,dog
align,backbone,-1.3551,-13.9026,6,frog
align,backbone,21.6422,-9.3143,2,bird
align,backbone,-85.6257,3.2878,1,automobile
align,backbone,39.3818,43.0414,7,horse
align,backbone,-46.2717,5.1045,8,ship
align,backbone,33.9297,34.4095,3,cat
align,backbone,8.5430,-8.8403,0,airplane
align,backbone,-7.7589,-14.1635,2,bird
align,backbone,-26.3041,-25.7985,0,airplane
align,backbone,13.1755,6.8108,2,bird
align,backbone,-18.2159,-28.9139,3,cat
align,backbone,-17.8687,-23.8945,0,airplane
align,backbone,38.3545,45.2265,6,frog
align,backbone,60.0777,9.0418,5,dog
align,backbone,59.3601,-36.5955,7,horse
align,backbone,57.3582,35.2722,2,bird
align,backbone,50.9456,44.5002,4,deer
align,backbone,34.8018,21.3972,3,cat
align,backbone,-85.2028,2.3402,1,automobile
align,backbone,-23.8714,-22.4902,1,automobile
align,backbone,-70.4091,-12.3165,1,automobile
align,backbone,-56.8195,-16.7046,9,truck
align,backbone,-60.2788,5.8859,8,ship
align,backbone,-48.7774,27.5860,8,ship
align,backbone,24.9373,42.5343,5,dog
align,backbone,3.8617,16.6643,2,bird
align,backbone,-41.6972,36.4404,0,airplane
align,backbone,2.4392,-4.5272,7,horse
align,backbone,-7.0816,-17.0293,2,bird
align,backbone,44.2343,11.1105,4,deer
align,backbone,36.2878,-20.2598,2,bird
align,backbone,28.5237,-26.3103,3,cat
align,backbone,6.5992,-15.3514,4,deer
align,backbone,22.3284,-26.6656,2,bird
align,backbone,53.5077,31.9681,2,bird
align,backbone,-59.8379,-19.7289,9,truck
align,backbone,27.5476,-38.4009,6,frog
align,backbone,-25.2668,-19.1406,3,cat
align,backbone,-31.3633,-29.7645,9,truck
align,backbone,46.6409,-18.7199,7,horse
align,backbone,37.1695,6.1067,5,dog
align,backbone,18.4224,0.2691,6,frog
align,backbone,-2.6977,-20.2746,2,bird
align,backbone,59.3666,-6.2339,5,dog
align,backbone,-17.0706,-12.1892,2,bird
align,backbone,-22.2029,-9.5863,8,ship
align,backbone,-27.2693,-18.5358,9,truck
align,backbone,55.0569,10.5244,6,frog
align,backbone,-37.6189,-5.4071,9,truck
align,backbone,29.4027,21.5822,6,frog
align,backbone,45.2401,33.3194,6,frog
align,backbone,-62.9050,-7.1897,9,truck
align,backbone,-10.2920,3.2395,4,deer
align,backbone,48.3543,26.3196,3,cat
align,backbone,27.4935,21.5602,4,deer
align,backbone,66.1149,-6.4586,5,dog
align,backbone,37.4134,-26.4934,4,deer
align,backbone,40.2706,5.1429,3,cat
align,backbone,44.3069,-35.2980,7,horse
align,backbone,58.8510,0.9140,5,dog
align,backbone,66.5697,-3.4218,4,deer
align,backbone,51.6416,33.4722,2,bird
align,backbone,-81.8223,5.5700,1,automobile
align,backbone,37.2418,8.7642,6,frog
align,backbone,12.1222,10.0798,3,cat
align,backbone,41.1788,31.7898,6,frog
align,backbone,43.7068,-15.8829,4,deer
align,backbone,-10.6922,4.4518,8,ship
align,backbone,-43.5211,-26.7325,9,truck
align,backbone,-4.8088,-21.5469,3,cat
align,backbone,-8.0182,11.5723,1,automobile
align,backbone,-1.7647,-20.2665,2,bird
align,backbone,50.0715,-4.0847,5,dog
align,backbone,37.1797,26.3429,5,dog
align,backbone,-47.6267,-14.2311,9,truck
align,backbone,53.5800,-36.5846,7,horse
align,backbone,46.2891,-32.8178,7,horse
align,backbone,14.2944,-19.0658,5,dog
align,backbone,-1.4810,-17.5047,2,bird
align,backbone,22.8331,-34.4583,3,cat
align,backbone,47.6262,41.2561,6,frog
align,backbone,26.0260,40.5501,5,dog
align,backbone,45.2493,9.6538,5,dog
align,backbone,24.2528,0.2527,7,horse
align,backbone,-57.7800,8.4549,9,truck
align,backbone,-10.1314,-16.6054,0,airplane
align,backbone,-83.5766,-6.5978,1,automobile
align,backbone,-49.2051,-2.1555,8,ship
align,backbone,10.5204,14.4226,6,frog
align,backbone,63.2342,-12.5007,5,dog
align,backbone,-83.7902,8.2849,1,automobile
align,backbone,-54.0271,29.8206,8,ship
align,backbone,-37.0222,-4.2788,0,airplane
align,backbone,-48.8261,4.6175,3,cat
align,backbone,-86.9730,-1.7719,1,automobile
align,backbone,-49.7169,25.9035,8,ship
align,backbone,-39.6683,-26.8812,9,truck
align,backbone,-44.5118,7.9683,0,airplane
align,backbone,44.0426,7.8412,6,frog
align,backbone,-49.6573,-18.5720,9,truck
align,backbone,51.8670,-18.8186,5,dog
align,backbone,56.5037,21.8506,4,deer
align,backbone,12.5413,-30.8951,7,horse
align,backbone,-71.4500,-14.1122,9,truck
align,backbone,6.6866,-1.5573,4,deer
align,backbone,-76.5890,5.0612,1,automobile
align,backbone,-3.2406,-25.9903,4,deer
align,backbone,56.5843,25.0323,4,deer
align,backbone,-20.4608,-20.1241,0,airplane
align,backbone,-73.3814,-12.1523,9,truck
align,backbone,-28.6475,-5.7254,2,bird
align,backbone,12.6087,20.6842,3,cat
align,backbone,-44.3609,-15.7240,8,ship
align,backbone,65.8846,-0.3956,6,frog
align,backbone,55.2801,-35.9946,7,horse
align,backbone,-9.5378,-14.5043,2,bird
align,backbone,-32.4772,-1.7357,0,airplane
align,backbone,-66.0738,-1.1301,9,truck
align,backbone,51.2097,-25.3387,2,bird
align,backbone,55.1836,1.0353,3,cat
align,backbone,42.1075,17.7938,6,frog
align,backbone,-39.8659,-0.9058,8,ship
align,backbone,-44.8362,23.8925,0,airplane
align,backbone,47.9300,44.3610,6,frog
align,backbone,44.8446,-30.3045,7,horse
align,backbone,31.7960,-2.6318,5,dog
align,backbone,17.5921,33.8801,3,cat
align,backbone,-18.8052,-30.2432,9,truck
align,backbone,-7.0663,0.6095,4,deer
align,backbone,50.2135,43.2861,6,frog
align,backbone,-53.7028,17.8109,0,airplane
align,backbone,41.1654,0.6295,5,dog
align,backbone,17.2098,-6.2139,5,dog
align,backbone,-55.8859,-13.6798,9,truck
align,backbone,-81.0388,3.2675,1,automobile
align,backbone,0.5038,2.6762,2,bird
align,backbone,20.0956,25.7064,5,dog
align,backbone,-13.7730,11.0184,1,automobile
align,backbone,24.4792,35.1662,5,dog
align,backbone,43.0715,-30.5953,7,horse
align,backbone,-77.0706,-12.7876,1,automobile
align,backbone,-44.8174,29.1864,8,ship
align,backbone,49.1613,11.7578,5,dog
align,backbone,-73.8863,-11.4511,9,truck
align,backbone,-58.2833,-9.7702,9,truck
align,backbone,18.0007,-23.3060,2,bird
align,backbone,56.7899,2.6735,5,dog
align,backbone,-56.4462,26.9853,8,ship
align,backbone,-48.1236,-9.7135,9,truck
align,backbone,-8.0330,-3.6895,0,airplane
align,backbone,41.7731,43.9432,3,cat
align,backbone,26.6288,8.3257,5,dog
align,backbone,-12.9917,-8.0825,8,ship
align,backbone,-56.4030,17.2472,8,ship
align,backbone,4.2120,-19.5191,2,bird
align,backbone,29.2158,12.9538,4,deer
align,backbone,44.1105,-34.6659,7,horse
align,backbone,-6.4879,15.5800,1,automobile
align,backbone,-57.6267,-23.1706,1,automobile
align,backbone,-44.8666,-21.7096,9,truck
align,backbone,30.3658,17.3198,6,frog
align,backbone,23.1606,-18.3742,3,cat
align,backbone,0.4083,26.3419,2,bird
align,backbone,-59.5377,11.1510,0,airplane
align,backbone,-7.8926,-13.0882,2,bird
align,backbone,-49.1071,-2.4107,8,ship
align,backbone,12.8247,-20.1771,2,bird
align,backbone,59.4819,-34.7312,4,deer
align,backbone,11.6115,-12.0465,4,deer
align,backbone,-56.3705,4.6339,0,airplane
align,backbone,-56.9954,-10.7769,8,ship
align,backbone,26.1708,-29.1093,5,dog
align,backbone,-37.4104,-9.7392,8,ship
align,backbone,62.7038,-28.0271,7,horse
align,backbone,-56.4827,-8.2823,8,ship
align,backbone,-66.2333,-11.2714,9,truck
align,backbone,-35.0662,1.9885,0,airplane
align,backbone,-88.3888,-1.6430,1,automobile
align,backbone,35.1356,-36.0940,7,horse
align,backbone,-78.0757,-15.8351,1,automobile
align,backbone,-3.2674,8.5273,3,cat
align,backbone,-83.0319,-0.2307,1,automobile
align,backbone,-76.6284,-5.1560,9,truck
align,backbone,-21.2561,-21.7804,8,ship
align,backbone,-75.5077,6.1248,1,automobile
align,backbone,62.5884,-29.7031,7,horse
align,backbone,5.8374,10.2342,4,deer
align,backbone,29.3622,-29.7262,5,dog
align,backbone,-56.8838,2.2234,8,ship
align,backbone,63.3850,7.8430,3,cat
align,backbone,41.5718,-20.6047,5,dog
align,backbone,34.2520,-20.9210,5,dog
align,backbone,-45.0329,2.2422,8,ship
align,backbone,-43.7798,34.4072,0,airplane
align,backbone,-54.5438,29.0340,8,ship
align,backbone,-46.7682,-11.1629,8,ship
align,backbone,-72.3606,-9.6995,9,truck
align,backbone,63.6310,-33.7401,7,horse
align,backbone,40.8751,18.4928,4,deer
align,backbone,-40.8106,34.5168,2,bird
align,backbone,62.5996,8.8855,6,frog
align,backbone,-45.0221,25.3390,0,airplane
align,backbone,63.7112,-3.2915,7,horse
align,backbone,-63.1276,-7.9679,9,truck
align,backbone,-23.5014,-27.9574,7,horse
align,backbone,-52.5187,19.5400,8,ship
align,backbone,-10.5788,-15.6579,2,bird
align,backbone,-52.5746,-9.0380,1,automobile
align,backbone,40.6656,36.8522,4,deer
align,backbone,53.2856,34.2340,6,frog
align,backbone,56.9368,-35.5795,7,horse
align,backbone,26.3745,-34.8890,7,horse
align,backbone,-5.4255,-24.9290,4,deer
align,backbone,-4.6021,-19.5128,0,airplane
align,backbone,-63.1696,-9.8343,9,truck
align,backbone,41.3684,-18.0196,2,bird
align,backbone,-39.7406,36.2135,8,ship
align,backbone,44.8377,-15.7254,7,horse
align,backbone,8.3870,25.7959,2,bird
align,backbone,-85.9176,-3.0219,1,automobile
align,backbone,-5.7263,-8.8820,4,deer
align,backbone,45.5707,-17.0387,7,horse
align,backbone,-40.0984,5.6263,0,airplane
align,backbone,-2.9351,16.4224,6,frog
align,backbone,48.1191,-13.5083,3,cat
align,backbone,-15.6685,-16.2536,2,bird
align,backbone,48.3517,-13.7404,3,cat
align,backbone,60.6933,-24.7790,7,horse
align,backbone,50.9971,42.1823,6,frog
align,backbone,-46.0500,24.2557,0,airplane
align,backbone,22.1891,-24.2666,2,bird
align,backbone,33.7255,19.6952,6,frog
align,backbone,26.0902,-17.6872,2,bird
align,backbone,53.0326,-19.4010,5,dog
align,backbone,-39.9275,-2.5748,8,ship
align,backbone,-68.1270,-9.3415,1,automobile
align,backbone,22.8505,-32.0229,7,horse
align,backbone,8.6880,-21.1276,4,deer
align,backbone,16.8802,21.8743,5,dog
align,backbone,-37.8762,-14.0122,1,automobile
align,backbone,40.8266,18.5383,4,deer
align,backbone,49.0176,22.3151,6,frog
align,backbone,14.9780,13.9413,5,dog
align,backbone,6.5984,28.1521,2,bird
align,backbone,49.8901,15.7076,4,deer
align,backbone,51.7719,-11.3040,5,dog
align,backbone,22.6384,11.0018,7,horse
align,backbone,-9.8936,-17.3474,2,bird
align,backbone,-5.7452,9.3997,9,truck
align,backbone,43.4787,44.5273,6,frog
align,backbone,-3.8293,-15.4465,2,bird
align,backbone,22.3856,-21.7649,2,bird
align,backbone,40.0068,-15.9468,3,cat
align,backbone,48.1150,31.6338,6,frog
align,backbone,40.0515,-8.8215,5,dog
align,backbone,-39.9005,-6.6067,1,automobile
align,backbone,6.2355,22.4937,7,horse
align,backbone,24.3771,-0.9003,3,cat
align,backbone,-82.5668,-4.5365,1,automobile
align,backbone,-8.4523,-5.4614,7,horse
align,backbone,41.0633,23.2677,4,deer
align,backbone,31.6430,-6.2347,3,cat
align,backbone,-36.3468,-29.5604,9,truck
align,backbone,2.7328,0.0409,2,bird
align,backbone,29.3675,-34.0927,5,dog
align,backbone,-51.1275,-16.8706,9,truck
align,backbone,-52.5863,-19.1599,9,truck
align,backbone,37.5473,37.0247,3,cat
align,backbone,-48.5123,-23.6754,1,automobile
align,backbone,-27.1827,-17.2219,8,ship
align,backbone,34.1603,-34.1219,5,dog
align,backbone,60.3737,5.2714,5,dog
align,backbone,56.6301,32.7482,6,frog
align,backbone,-57.1942,7.6967,9,truck
align,backbone,53.0126,-39.1656,7,horse
align,backbone,-84.0225,4.6037,1,automobile
align,backbone,-45.4820,7.1869,8,ship
align,backbone,-22.8663,-21.1752,1,automobile
align,backbone,-88.6359,0.1435,1,automobile
align,backbone,-47.2335,40.1838,0,airplane
align,backbone,51.9430,-31.9238,7,horse
align,backbone,66.6465,-0.3805,3,cat
align,backbone,30.6400,14.6413,4,deer
align,backbone,-45.1415,45.8156,0,airplane
align,backbone,20.8803,-2.9427,5,dog
align,backbone,-77.6867,-5.0334,1,automobile
align,backbone,38.6148,25.0473,6,frog
align,backbone,-12.3518,1.1128,9,truck
align,backbone,27.9906,-32.9163,4,deer
align,backbone,-58.0727,-3.8133,1,automobile
align,backbone,-52.3331,22.2046,0,airplane
align,backbone,53.6526,18.2716,4,deer
align,backbone,1.3647,-19.8212,2,bird
align,backbone,-48.1521,22.9052,0,airplane
align,backbone,-34.7270,4.1323,0,airplane
align,backbone,19.5649,33.2206,3,cat
align,backbone,2.9553,-22.5385,7,horse
align,backbone,-60.7952,-9.6023,9,truck
align,backbone,-51.0569,11.9749,0,airplane
align,backbone,58.5848,5.6724,6,frog
align,backbone,-41.1490,-34.9213,1,automobile
align,backbone,65.8209,1.0721,3,cat
align,backbone,-26.9150,-25.3978,6,frog
align,backbone,44.3873,-20.4809,5,dog
align,backbone,34.7274,-8.0322,3,cat
align,backbone,38.5834,44.2769,3,cat
align,backbone,-47.7282,22.0860,8,ship
align,backbone,-44.8418,34.0460,8,ship
align,backbone,-76.4076,-14.4714,9,truck
align,backbone,-39.2057,-34.2285,1,automobile
align,backbone,14.2829,-17.9681,4,deer
align,backbone,60.6621,-19.5688,7,horse
align,backbone,55.3205,-1.6459,5,dog
align,backbone,-38.9354,11.0743,8,ship
align,backbone,12.8453,-14.7690,2,bird
align,backbone,7.2275,-8.2102,6,frog
align,backbone,48.9004,22.6226,6,frog
align,backbone,53.2597,-35.2145,7,horse
align,backbone,-33.3353,-7.8200,0,airplane
align,backbone,39.2881,-3.3650,6,frog
align,backbone,-57.6445,-11.2405,9,truck
align,backbone,-39.2835,36.3330,4,deer
align,backbone,-45.1375,30.1497,0,airplane
align,backbone,-5.7295,-15.4284,2,bird
align,backbone,21.2558,-17.2146,3,cat
align,backbone,-71.5626,-0.8045,1,automobile
align,backbone,14.9092,19.0385,5,dog
align,backbone,33.5823,-2.0241,3,cat
align,backbone,-51.0249,14.7582,8,ship
align,backbone,7.1615,-22.3032,4,deer
align,backbone,-71.9392,-4.9689,1,automobile
align,backbone,-65.9577,5.9252,9,truck
align,backbone,-81.7786,-11.9384,1,automobile
align,backbone,24.6099,42.5632,3,cat
align,backbone,48.5532,40.4683,6,frog
align,backbone,-18.6769,-29.9770,9,truck
align,backbone,22.5349,12.0067,7,horse
align,backbone,32.5067,-25.0699,3,cat
align,backbone,-87.8093,-2.8528,1,automobile
align,backbone,-50.1039,-24.7634,1,automobile
align,backbone,-82.5333,-8.4080,9,truck
align,backbone,23.8077,-9.9408,5,dog
align,backbone,6.8285,9.6117,3,cat
align,backbone,-51.5717,31.5456,8,ship
align,backbone,-66.8836,-1.0179,9,truck
align,backbone,53.5355,-12.8957,5,dog
align,backbone,49.7685,5.6201,4,deer
align,backbone,40.8242,35.3229,6,frog
align,backbone,57.6798,-11.2607,7,horse
align,backbone,53.5386,-32.4728,7,horse
align,backbone,53.8054,20.2205,4,deer
align,backbone,37.5866,34.8359,6,frog
align,backbone,41.0474,41.7647,5,dog
align,backbone,-8.2512,0.0696,2,bird
align,backbone,44.9095,10.8166,6,frog
align,backbone,-8.4213,-5.5917,2,bird
align,backbone,11.9322,-18.7488,3,cat
align,backbone,7.7602,29.0936,8,ship
align,backbone,-56.1533,-15.5569,9,truck
align,backbone,32.1905,-6.3162,2,bird
align,backbone,50.6707,16.0236,6,frog
align,backbone,26.2257,-23.1683,2,bird
align,backbone,-46.9665,-8.9032,9,truck
align,backbone,50.7476,36.2928,6,frog
align,backbone,33.8478,44.9034,6,frog
align,backbone,28.5499,-9.9568,7,horse
align,backbone,39.9553,16.4352,3,cat
align,backbone,54.7012,22.0607,4,deer
align,backbone,-13.4622,-14.0309,0,airplane
align,backbone,35.0852,-11.8808,7,horse
align,backbone,-70.3090,12.7636,0,airplane
align,backbone,-61.1483,13.9718,8,ship
align,backbone,-40.9290,36.6042,8,ship
align,backbone,-7.7260,-10.6049,0,airplane
align,backbone,-48.2411,41.1654,8,ship
align,backbone,-45.2615,40.7924,0,airplane
align,backbone,-71.6790,-0.8410,1,automobile
align,backbone,22.7063,-35.5726,7,horse
align,backbone,-5.1295,-1.6809,0,airplane
align,backbone,9.9929,27.7945,3,cat
align,backbone,58.6611,-16.8116,7,horse
align,backbone,12.6423,9.0428,2,bird
align,backbone,-41.6911,38.6165,8,ship
align,backbone,-44.1357,-16.2961,8,ship
align,backbone,-7.4905,-6.2320,2,bird
align,backbone,-58.4157,-27.3794,1,automobile
align,backbone,58.8581,-4.1367,5,dog
align,backbone,-51.4537,-7.3009,1,automobile
align,backbone,-59.0468,-17.9525,1,automobile
align,backbone,43.1393,5.3923,5,dog
align,backbone,50.9834,32.9766,6,frog
align,backbone,60.7258,29.7093,6,frog
align,backbone,-85.8057,-1.1440,1,automobile
align,backbone,-29.8896,-13.8797,0,airplane
align,backbone,-68.1294,6.2779,9,truck
align,backbone,-59.2612,-20.1727,9,truck
align,backbone,44.5620,23.1907,4,deer
align,backbone,1.1729,-27.4368,7,horse
align,backbone,-20.5177,-30.1551,8,ship
align,backbone,-8.5815,12.7767,6,frog
align,backbone,-81.7694,-4.3429,1,automobile
align,backbone,-27.0169,-12.0744,0,airplane
align,backbone,-50.1715,-6.7999,1,automobile
align,backbone,-9.3787,14.8761,2,bird
align,backbone,-2.3085,-10.8890,2,bird
align,backbone,8.9034,-11.4724,5,dog
align,backbone,-76.9810,6.0708,1,automobile
align,backbone,36.2642,-22.3347,6,frog
align,backbone,7.1254,24.3210,6,frog
align,backbone,38.2928,-19.2683,4,deer
align,backbone,-75.0980,-1.3048,8,ship
align,backbone,35.4989,-11.4166,4,deer
align,backbone,-50.2557,-13.9550,1,automobile
align,backbone,21.3600,36.2129,2,bird
align,backbone,-36.7257,-29.7100,1,automobile
align,backbone,22.3467,25.1498,2,bird
align,backbone,38.7428,3.2360,3,cat
align,backbone,-39.7645,-34.2248,1,automobile
align,backbone,13.4242,14.0569,0,airplane
align,backbone,-61.0581,-0.3987,9,truck
align,backbone,60.9082,-24.5368,5,dog
align,backbone,60.5904,-26.4246,7,horse
align,backbone,7.1496,-11.8946,2,bird
align,backbone,-59.0769,3.1475,9,truck
align,backbone,-39.0394,1.0787,8,ship
align,backbone,28.0227,25.2470,2,bird
align,backbone,-2.8312,-3.6944,3,cat
align,backbone,49.6866,20.4372,4,deer
align,backbone,0.1835,-21.2452,2,bird
align,backbone,1.1931,-11.5127,3,cat
align,backbone,-32.4780,-2.6471,0,airplane
align,backbone,54.8161,-34.2850,7,horse
align,backbone,62.4036,-36.2439,7,horse
align,backbone,27.8338,-12.4796,7,horse
align,backbone,36.9611,12.7595,4,deer
align,backbone,51.6269,22.7020,4,deer
align,backbone,-59.3926,-3.0613,9,truck
align,backbone,-24.5024,-5.5146,7,horse
align,backbone,32.9394,33.8142,5,dog
align,backbone,43.7481,-21.0705,7,horse
align,backbone,-12.5974,10.0663,0,airplane
align,backbone,57.1008,-33.3524,7,horse
align,backbone,21.1778,-6.6816,4,deer
align,backbone,-21.4764,-11.6126,2,bird
align,backbone,14.1040,-21.6311,4,deer
align,backbone,2.1724,16.0773,5,dog
align,backbone,29.0645,-12.1222,7,horse
align,backbone,44.5861,-0.3733,7,horse
align,backbone,15.1523,12.8559,3,cat
align,backbone,-8.6955,-21.0012,0,airplane
align,backbone,39.0698,2.1559,5,dog
align,backbone,-6.6030,-17.2983,2,bird
align,backbone,38.2588,4.5477,2,bird
align,backbone,-39.4797,-36.5466,1,automobile
align,backbone,35.9177,38.3778,5,dog
align,backbone,-38.4508,-36.1231,1,automobile
align,backbone,-13.3713,-18.5419,0,airplane
align,backbone,11.1590,-24.6292,5,dog
align,backbone,-29.7877,-15.0743,8,ship
align,backbone,17.6246,-4.0720,4,deer
align,backbone,-41.9875,-3.6225,8,ship
align,backbone,-66.5602,-1.7149,9,truck
align,backbone,-61.6264,-1.8210,1,automobile
align,backbone,7.1500,-11.9022,3,cat
align,backbone,8.4572,5.3569,4,deer
align,backbone,7.4866,-4.9945,2,bird
align,backbone,-81.8816,-12.1609,1,automobile
align,backbone,54.0386,-34.7508,7,horse
align,backbone,-1.6940,2.6143,2,bird
align,backbone,-57.0362,-17.3481,9,truck
align,backbone,44.4902,-12.2339,7,horse
align,backbone,-9.5809,-10.0744,2,bird
align,backbone,29.1737,24.9111,6,frog
align,backbone,61.6582,-27.3846,7,horse
align,backbone,-28.3743,-8.2624,8,ship
align,backbone,8.4190,-26.3338,7,horse
align,backbone,-67.1559,-17.2363,9,truck
align,backbone,0.5367,5.0558,2,bird
align,backbone,22.9968,5.8103,4,deer
align,backbone,11.1181,17.5214,3,cat
align,backbone,15.6554,14.0615,7,horse
align,backbone,-45.5257,36.6313,8,ship
align,backbone,40.7989,-27.8032,7,horse
align,backbone,49.6253,3.8282,7,horse
align,backbone,-12.2944,-19.1901,2,bird
align,backbone,52.7132,-36.0485,7,horse
align,backbone,30.3511,38.0422,4,deer
align,backbone,-48.0062,15.1130,0,airplane
align,backbone,14.3727,20.1000,7,horse
align,backbone,25.4693,8.4834,5,dog
align,backbone,-37.1606,5.7772,8,ship
align,backbone,17.8903,-18.3408,4,deer
align,backbone,21.9085,-32.7631,5,dog
align,backbone,52.0743,-0.7098,2,bird
align,backbone,-46.4499,-24.7408,1,automobile
align,backbone,-13.4934,11.2506,9,truck
align,backbone,11.0475,19.5092,3,cat
align,backbone,12.0528,25.6899,3,cat
align,backbone,45.8943,40.4082,5,dog
align,backbone,-40.9786,35.0193,0,airplane
align,backbone,46.1649,45.7886,6,frog
align,backbone,11.4941,-16.6218,3,cat
align,backbone,47.0985,9.9690,6,frog
align,backbone,-43.7355,44.2116,8,ship
align,backbone,-55.6581,17.5621,0,airplane
align,backbone,4.2538,14.9424,6,frog
align,backbone,-29.3523,-14.5569,8,ship
align,backbone,35.0968,-25.0377,5,dog
align,backbone,44.1135,-23.2024,6,frog
align,backbone,30.9793,5.0004,5,dog
align,backbone,21.2368,30.7597,6,frog
align,backbone,-50.6057,35.6793,0,airplane
align,backbone,27.0486,-0.8424,5,dog
align,backbone,-39.7501,0.6834,8,ship
align,backbone,-7.9054,-16.9787,2,bird
align,backbone,21.8210,33.9058,7,horse
align,backbone,-48.1030,13.4392,8,ship
align,backbone,10.2099,11.4202,3,cat
align,backbone,-80.8276,4.0878,1,automobile
align,backbone,-12.6137,0.1729,0,airplane
align,backbone,-60.8246,-9.0834,9,truck
align,backbone,4.6623,-12.4602,3,cat
align,backbone,16.0196,-14.5120,4,deer
align,backbone,30.5957,-0.5206,3,cat
align,backbone,24.1887,11.1406,6,frog
align,backbone,-12.4910,-2.0756,3,cat
align,backbone,45.0329,-16.0336,7,horse
align,backbone,65.9824,-5.6801,5,dog
align,backbone,-7.6709,4.7456,3,cat
align,backbone,26.8061,-11.3330,4,deer
align,backbone,-27.2749,-22.6657,2,bird
align,backbone,1.7222,8.2652,0,airplane
align,backbone,-40.1399,20.6694,0,airplane
align,backbone,-67.4325,10.9131,9,truck
align,backbone,24.4426,-0.7499,4,deer
align,backbone,-32.0890,-9.2059,0,airplane
align,backbone,-2.9237,4.7302,7,horse
align,backbone,51.8401,-23.4736,4,deer
align,backbone,7.7936,-7.6923,6,frog
align,backbone,42.5578,6.5213,5,dog
align,backbone,15.9237,15.7604,5,dog
align,backbone,-61.4342,7.8633,1,automobile
align,backbone,31.3952,15.2629,4,deer
align,backbone,-34.3100,-18.1761,8,ship
align,backbone,-51.2058,5.0815,9,truck
align,backbone,32.7887,-9.8621,5,dog
align,backbone,28.7175,20.4650,5,dog
align,backbone,-14.3397,12.1745,3,cat
align,backbone,42.9576,35.4994,5,dog
align,backbone,50.0352,2.0223,4,deer
align,backbone,-33.9233,-8.0054,7,horse
align,backbone,43.5453,21.6342,4,deer
align,backbone,-57.5610,-19.6656,9,truck
align,backbone,66.0352,0.9598,2,bird
align,backbone,59.9336,-0.7709,3,cat
align,backbone,14.7983,18.7786,3,cat
align,backbone,-7.5806,-13.2025,2,bird
align,backbone,-48.3302,-12.5829,1,automobile
align,backbone,-40.9261,-26.6205,1,automobile
align,backbone,7.2223,-8.1862,6,frog
align,backbone,40.9224,-21.7518,6,frog
align,backbone,-11.6254,-6.6465,0,airplane
align,backbone,-1.5693,4.7374,3,cat
align,backbone,-37.0851,-9.8831,0,airplane
align,backbone,-21.4412,-30.7628,8,ship
align,backbone,36.2480,-27.5779,6,frog
align,backbone,-21.6736,-22.6612,0,airplane
align,backbone,45.8354,-30.1792,7,horse
align,backbone,43.2053,16.3834,6,frog
align,backbone,-42.5298,31.9816,0,airplane
align,backbone,1.9732,19.5895,5,dog
align,backbone,34.7397,44.8019,6,frog
align,backbone,-6.9826,11.2347,9,truck
align,backbone,55.8652,-32.8450,7,horse
align,backbone,-59.6320,7.7703,1,automobile
align,backbone,5.0102,-15.3276,2,bird
align,backbone,-51.2903,-19.0934,9,truck
align,backbone,18.9128,32.8235,6,frog
align,backbone,-38.8570,-15.3249,8,ship
align,backbone,38.0764,6.1606,7,horse
align,backbone,-52.0314,6.4351,8,ship
align,backbone,37.9561,18.9324,2,bird
align,backbone,25.9018,40.5954,5,dog
align,backbone,55.7833,-21.8078,4,deer
align,backbone,61.8689,-36.3672,7,horse
align,backbone,48.6243,44.5000,6,frog
align,backbone,55.8067,13.5622,5,dog
align,backbone,-34.4070,-32.3284,9,truck
align,backbone,-9.6740,0.2052,3,cat
align,backbone,-40.8257,1.8911,0,airplane
align,backbone,29.0479,11.5269,6,frog
align,backbone,10.5622,5.3204,2,bird
align,backbone,30.9658,39.2586,2,bird
align,backbone,-35.5850,-16.7724,2,bird
align,backbone,15.1507,-18.6124,3,cat
align,backbone,60.3137,-15.8765,7,horse
align,backbone,50.2266,46.4694,6,frog
align,backbone,59.1985,-6.1145,5,dog
align,backbone,24.0485,14.0019,6,frog
align,backbone,-5.0484,-4.9372,0,airplane
align,backbone,43.9739,-35.4483,4,deer
align,backbone,-75.0358,13.5881,1,automobile
align,backbone,58.7350,-22.3078,7,horse
align,backbone,24.4820,30.7131,5,dog
align,backbone,27.2300,-11.0825,2,bird
align,backbone,3.1687,-7.7779,4,deer
